accuracy,auc,precision,recall,f1,dp,optimal_threshold,accuracy_optimal,precision_optimal,recall_optimal,f1_optimal,dp_optimal,dpe,abpc,abcc,sensitive_attribute
0.6913738649822345,0.6443415231943291,0.47368421052631576,0.040475425634436235,0.07457827759692216,0.0023076545392055753,0.26,0.5416502171338334,0.38623866844999255,0.8348859620944427,0.5281446860394229,0.0023076545392055753,0.0029124022,0.04759141598509449,0.0036652217462727443,case:german speaking
0.6903868930122384,0.6475582521252603,0.3983050847457627,0.015097976228718278,0.02909316001238007,0.00455379966572317,0.24,0.5613896565337544,0.39661332919061676,0.8201092194025056,0.5346596858638744,0.00455379966572317,0.056979686,0.4646229929965869,0.05698009581623677,case:gender
0.6926569285432294,0.6501124683508994,0.49056603773584906,0.008352071956312239,0.016424510423247,0.004373914438087918,0.26,0.557244374259771,0.3951428135023675,0.8310311596530677,0.5356107660455487,0.004373914438087918,0.0068872273,0.05062766080942484,0.007241639472530845,case:citizen
0.692755625740229,0.6002504925939399,0.5,0.007709604882749759,0.01518506801645049,0.004394360282995436,0.22,0.43258981444926964,0.3400485436893204,0.9000963700610344,0.49361402272527083,0.004394360282995436,0.040529728,0.4295601175789984,0.04053750433635753,case:protected
0.6880181602842479,0.6439568118237374,0.38461538461538464,0.025698682942499197,0.04817825956037338,0.004484454073199112,0.25,0.5525069088037899,0.3915101542220186,0.8236427883070992,0.5307389774373835,0.004484454073199112,0.011068314,0.08079638113134734,0.011076649049390867,case:married
