num_layers,bidirectional,lstm_size,batch_size,learning_rate,dropout,auc_score
1,True,32,128,0.001,0.2,0.6359571133435743
1,True,32,128,0.001,0.4,0.6370224038860568
1,True,32,256,0.0001,0.2,0.6355685752000474
1,True,32,256,0.0001,0.4,0.6390930439102509
1,True,32,256,0.001,0.2,0.6412997942304994
1,True,32,256,0.001,0.4,0.6399857342151455
1,True,32,512,0.0001,0.2,0.6384659609818402
1,True,32,512,0.0001,0.4,0.6379078243439877
1,True,32,512,0.001,0.2,0.6352298941360195
1,True,32,512,0.001,0.4,0.6394838333612245
1,True,64,128,0.0001,0.2,0.6398439018459972
1,True,64,128,0.0001,0.4,0.6399875165002075
1,True,64,128,0.001,0.2,0.6349459479842918
1,True,64,128,0.001,0.4,0.6383148888717123
1,True,64,256,0.0001,0.2,0.6370978226855246
1,True,64,256,0.0001,0.4,0.6366069438576454
1,True,64,256,0.001,0.2,0.6390869935214876
1,True,64,256,0.001,0.4,0.641438202736239
1,True,64,512,0.0001,0.2,0.6406754785341587
1,True,64,512,0.0001,0.4,0.6364217738201461
1,True,64,512,0.001,0.2,0.6365512239983371
1,True,64,512,0.001,0.4,0.6416725732218986
2,False,16,128,0.0001,0.2,0.6355886024558762
2,False,16,128,0.0001,0.4,0.6381003580329276
2,False,16,128,0.001,0.2,0.6293518710991408
2,False,16,128,0.001,0.4,0.6383362762924567
2,False,16,256,0.0001,0.2,0.6366818467324898
2,False,16,256,0.0001,0.4,0.6382471151371159
2,False,16,256,0.001,0.2,0.6364077031486035
2,False,16,256,0.001,0.4,0.6444796252923886
2,False,16,512,0.0001,0.2,0.6362722963861263
2,False,16,512,0.0001,0.4,0.6383325241133788
2,False,16,512,0.001,0.2,0.6382656884235519
2,False,16,512,0.001,0.4,0.6426716847058929
2,False,32,128,0.0001,0.2,0.6416323780035255
2,False,32,128,0.0001,0.4,0.6445372681434745
2,False,32,128,0.001,0.2,0.6341156376565691
2,False,32,128,0.001,0.4,0.6403034030763366
2,False,32,256,0.0001,0.2,0.6414305107691292
2,False,32,256,0.0001,0.4,0.6407444248247169
2,False,32,256,0.001,0.2,0.6368708627535441
2,False,32,256,0.001,0.4,0.638165458339931
2,False,32,512,0.0001,0.2,0.6397822723046409
2,False,32,512,0.0001,0.4,0.6435931260829728
2,False,32,512,0.001,0.2,0.6332617355028933
2,False,32,512,0.001,0.4,0.6386861669914804
2,False,64,128,0.0001,0.2,0.6407841979229437
2,False,64,128,0.0001,0.4,0.6438523547550239
2,False,64,128,0.001,0.2,0.6282337686361354
2,False,64,128,0.001,0.4,0.6356120066728753
2,False,64,256,0.0001,0.2,0.6425647945044085
