num_layers,bidirectional,lstm_size,batch_size,learning_rate,dropout,auc_score
2,True,32,128,0.001,0.4,0.7283254683620399
2,True,64,128,0.0001,0.2,0.7225355897055072
2,True,64,128,0.0001,0.4,0.7240174679612663
2,True,64,128,0.001,0.2,0.7215979342057737
2,True,64,128,0.001,0.4,0.7251712707217208
1,False,16,256,0.0001,0.2,0.7231970555770256
1,False,16,256,0.0001,0.4,0.7236493993026877
1,False,16,256,0.001,0.2,0.7245061212693746
1,False,16,256,0.001,0.4,0.7265002803731236
1,False,16,512,0.0001,0.2,0.7241076367576742
1,False,16,512,0.0001,0.4,0.7226981671764743
1,False,16,512,0.001,0.2,0.723288881984806
1,False,16,512,0.001,0.4,0.7250839435448089
1,False,32,256,0.0001,0.2,0.7237274649049468
1,False,32,256,0.0001,0.4,0.7236567138417601
1,False,32,256,0.001,0.2,0.7259517951878542
1,False,32,256,0.001,0.4,0.7235628877758159
1,False,32,512,0.0001,0.2,0.7244478943810025
1,False,32,512,0.0001,0.4,0.724324573357144
1,False,32,512,0.001,0.2,0.720884056241333
1,False,32,512,0.001,0.4,0.7244593661041523
1,False,64,256,0.0001,0.2,0.7223212316126171
1,False,64,256,0.0001,0.4,0.7230834434197775
1,False,64,256,0.001,0.2,0.7234946099740422
1,False,64,256,0.001,0.4,0.726125554957763
1,False,64,512,0.0001,0.2,0.7231737700839351
1,False,64,512,0.0001,0.4,0.7233929168319017
1,False,64,512,0.001,0.2,0.7256523463778402
1,False,64,512,0.001,0.4,0.7220464101715665
1,True,16,256,0.0001,0.2,0.7210683405278929
1,True,16,256,0.0001,0.4,0.7221359211856836
1,True,16,256,0.001,0.2,0.7248982647597926
1,True,16,256,0.001,0.4,0.7235030032760715
1,True,16,512,0.0001,0.2,0.7232440212325808
1,True,16,512,0.0001,0.4,0.7243808005873522
1,True,16,512,0.001,0.2,0.721551626332509
1,True,16,512,0.001,0.4,0.7252903556276276
1,True,32,256,0.0001,0.2,0.722878294278957
1,True,32,256,0.0001,0.4,0.7245018062175477
1,True,32,256,0.001,0.2,0.7216618443331371
1,True,32,256,0.001,0.4,0.7240849564242913
1,True,32,512,0.0001,0.2,0.7240205726936785
1,True,32,512,0.0001,0.4,0.7234626680660065
1,True,32,512,0.001,0.2,0.7237763249734992
1,True,32,512,0.001,0.4,0.7225189609691987
1,True,64,256,0.0001,0.2,0.7232570716332282
1,True,64,256,0.0001,0.4,0.7248861878769356
1,True,64,256,0.001,0.2,0.7222021993292935
1,True,64,256,0.001,0.4,0.7244307920414448
1,True,64,512,0.0001,0.2,0.7226437554253883
1,True,64,512,0.0001,0.4,0.7225479560125722
1,True,64,512,0.001,0.2,0.7220781942118526
1,True,64,512,0.001,0.4,0.725129988305157
2,False,16,256,0.0001,0.2,0.7235091601183123
2,False,16,256,0.0001,0.4,0.7244384223160167
2,False,16,256,0.001,0.2,0.7241280806312689
2,False,16,256,0.001,0.4,0.7244658123706011
2,False,16,512,0.0001,0.2,0.7229991683526943
2,False,16,512,0.0001,0.4,0.7242296159056599
2,False,16,512,0.001,0.2,0.7236288764952181
2,False,16,512,0.001,0.4,0.7256913134007408
2,False,32,256,0.0001,0.2,0.7249142620251022
2,False,32,256,0.0001,0.4,0.7242313524509074
2,False,32,256,0.001,0.2,0.7205294589640676
2,False,32,256,0.001,0.4,0.722106215737436
2,False,32,512,0.0001,0.2,0.7233010378015379
2,False,32,512,0.0001,0.4,0.7257723784902455
2,False,32,512,0.001,0.2,0.7229411519546554
2,False,32,512,0.001,0.4,0.7252783313673536
2,False,64,256,0.0001,0.2,0.7236105638362452
2,False,64,256,0.0001,0.4,0.724093033990821
2,False,64,256,0.001,0.2,0.7200703532364572
2,False,64,256,0.001,0.4,0.726520882114468
2,False,64,512,0.0001,0.2,0.7231590094493321
2,False,64,512,0.0001,0.4,0.7253247181744931
2,False,64,512,0.001,0.2,0.7235400495746833
2,False,64,512,0.001,0.4,0.7234385932341671
2,True,16,256,0.0001,0.2,0.7245054897983756
2,True,16,256,0.0001,0.4,0.7240265979794612
2,True,16,256,0.001,0.2,0.7231211475006799
2,True,16,256,0.001,0.4,0.7232313128787247
2,True,16,512,0.0001,0.2,0.7237420939830916
2,True,16,512,0.0001,0.4,0.7251764540461715
2,True,16,512,0.001,0.2,0.723421359338151
2,True,16,512,0.001,0.4,0.7254631155684544
2,True,32,256,0.0001,0.2,0.7218218432975247
2,True,32,256,0.0001,0.4,0.7248146737862917
2,True,32,256,0.001,0.2,0.7227463957740277
2,True,32,256,0.001,0.4,0.7262485865574138
2,True,32,512,0.0001,0.2,0.7241312116749726
2,True,32,512,0.0001,0.4,0.7230649728930549
2,True,32,512,0.001,0.2,0.7257535132941484
2,True,32,512,0.001,0.4,0.7250919684887552
2,True,64,256,0.0001,0.2,0.7236043280601294
2,True,64,256,0.0001,0.4,0.7230722084982525
2,True,64,256,0.001,0.2,0.7244542880248682
2,True,64,256,0.001,0.4,0.7241853866244339
2,True,64,512,0.0001,0.2,0.7253614224263136
2,True,64,512,0.0001,0.4,0.7233509766330471
2,True,64,512,0.001,0.2,0.7245666898627015
2,True,64,512,0.001,0.4,0.7224060065942413
