accuracy,auc,precision,recall,f1,dp,optimal_threshold,accuracy_optimal,precision_optimal,recall_optimal,f1_optimal,dp_optimal,dpe,abpc,abcc,lambda
0.7486950848194868,0.7077563118136336,0.0,0.0,0.0,0.0,0.21,0.5987385819921706,0.376544315129812,0.9099956728688879,0.5326747720364742,0.0,0.08354324,0.600582025872847,0.08402109410368956,0.0
0.7486950848194868,0.7124733875151741,0.0,0.0,0.0,0.0,0.14,0.5987385819921706,0.376544315129812,0.9099956728688879,0.5326747720364742,0.0,0.07540789,0.5918713921241318,0.07587188695385598,0.05
0.7486950848194868,0.7113287560645041,0.0,0.0,0.0,0.0,0.22,0.5987385819921706,0.3765000895575855,0.9095629597576806,0.5325563719280466,0.0,0.07158123,0.6048735145700826,0.07295327482202257,0.1
0.7486950848194868,0.7099600690958309,0.0,0.0,0.0,0.0,0.16,0.5985210961287516,0.3764095221048863,0.9099956728688879,0.5325398835148138,0.0,0.06585203,0.6017275759100275,0.06676930990392739,0.15
0.7486950848194868,0.7093162787175225,0.0,0.0,0.0,0.0,0.16,0.5969986950848195,0.3756906077348066,0.9121592384249243,0.5321888412017167,0.0,0.058767274,0.6027909150796866,0.05976043297889983,0.2
0.7486950848194868,0.7132865550662786,0.0,0.0,0.0,0.0,0.21,0.597868638538495,0.37600572143751115,0.9099956728688879,0.5321356275303644,0.0,0.053834796,0.5767609596437362,0.05491031830287242,0.25
0.7486950848194868,0.7083323198984868,0.0,0.0,0.0,0.0,0.2,0.5985210961287516,0.3762322996952859,0.9082648204240589,0.5320659062103928,0.0,0.045233756,0.5469372674497702,0.04729582001423739,0.3
0.7486950848194868,0.7105379626408636,0.0,0.0,0.0,0.0,0.21,0.5788386254893432,0.36608367626886146,0.9238424924275206,0.5243767653199066,0.0,0.036190704,0.4336679418877123,0.03768619003522053,0.35
0.7486950848194868,0.7062236526580118,0.0,0.0,0.0,0.0,0.21,0.5917790343627665,0.3718700053276505,0.9061012548680225,0.5273230924200454,0.0,0.028470144,0.3400502347109205,0.029498154604566014,0.4
0.7486950848194868,0.7003092468937829,0.0,0.0,0.0,0.0,0.19,0.5803610265332754,0.36291179596174283,0.8866291648636954,0.5150182229483473,0.0,0.021203548,0.2739588305591925,0.022604886420806443,0.45
0.7486950848194868,0.6976191665826066,0.0,0.0,0.0,0.0,0.22,0.5766637668551544,0.3593027392387051,0.8740804846386846,0.5092650951720661,0.0,0.0113455355,0.2848742487956573,0.01497746958156728,0.5
