accuracy,auc,precision,recall,f1,dp,optimal_threshold,accuracy_optimal,precision_optimal,recall_optimal,f1_optimal,dp_optimal,dpe,abpc,abcc,lambda
0.6925582313462297,0.6537414141881974,0.4875,0.012528107934468359,0.024428437206388976,0.0018369273045955913,0.26,0.5591196210027635,0.3950062034739454,0.8181818181818182,0.5327894571697521,0.0031591720500249165,0.010167718,0.15363659400898194,0.010905789044598638,0.0
0.6945321752862219,0.6484687036659296,0.59375,0.01831031159653068,0.03552508569647865,0.0009542358047292497,0.26,0.5537899723647849,0.3931065897358032,0.8316736267266303,0.5338694710794928,0.005685044512559689,0.004437238,0.06992776946043362,0.004896076017612976,0.05
0.6902881958152388,0.6511104707899678,0.4269005847953216,0.023450048185030516,0.044457978075517664,0.0022731293463360037,0.22,0.5529016975917884,0.39243965386367086,0.8303886925795053,0.5329896907216495,0.0027221906585582767,0.0046658814,0.05884261163215143,0.004875076162934053,0.1
0.6928543229372286,0.6481932135284948,1.0,0.00032123353678124,0.0006422607578676942,0.00019569471624266145,0.28,0.5633636004737466,0.39775386055217593,0.8191455187921619,0.5354892902141957,0.007241327980759382,0.0012331009,0.0536620072010948,0.0028781175487789037,0.15
0.692755625740229,0.6489154969987159,0.0,0.0,0.0,0.0,0.23,0.5633636004737466,0.39775386055217593,0.8191455187921619,0.5354892902141957,0.007241327980759382,0.0011415184,0.02541987281582944,0.0020284944135261157,0.2
0.692755625740229,0.6570629250228843,0.0,0.0,0.0,0.0,0.22,0.5633636004737466,0.39775386055217593,0.8191455187921619,0.5354892902141957,0.007241327980759382,0.0012696385,0.021693009059848656,0.0017360576884079713,0.25
0.692755625740229,0.6537681874634527,0.0,0.0,0.0,0.0,0.37,0.5633636004737466,0.39775386055217593,0.8191455187921619,0.5354892902141957,0.007241327980759382,0.0016841888,0.019270992373693153,0.0018765419496978909,0.3
0.692755625740229,0.6490055650426517,0.0,0.0,0.0,0.0,0.17,0.5633636004737466,0.39775386055217593,0.8191455187921619,0.5354892902141957,0.007241327980759382,0.0019106269,0.013941733052171112,0.0019567391253875015,0.35
0.692755625740229,0.6484105804871702,0.0,0.0,0.0,0.0,0.16,0.5633636004737466,0.39775386055217593,0.8191455187921619,0.5354892902141957,0.007241327980759382,0.0019668043,0.0140344468726779,0.001972593214184605,0.4
0.692755625740229,0.6452040345540926,0.0,0.0,0.0,0.0,0.17,0.5633636004737466,0.39775386055217593,0.8191455187921619,0.5354892902141957,0.007241327980759382,0.0019685626,0.014173123018180791,0.002001136003512531,0.45
0.692755625740229,0.6484189328337242,0.0,0.0,0.0,0.0,0.15,0.5633636004737466,0.39775386055217593,0.8191455187921619,0.5354892902141957,0.007241327980759382,0.0017030239,0.014759660671311684,0.0017452346853706548,0.5
